scan	precursor.mass	retention.time	motif	probability	overlap	motifdb_url	motifdb_annotation
1037	209.0804	129.528	mb_motif_4.m2m	0.11185851786277493	0.5490954835801599	b'http://ms2lda.org/motifdb/motif/151183'	b'Loss of methyl group \xe2\x80\x93 indicative for presence of methoxy [O-CH3] methylsulfyl [S-CH3] or methylgroup connected to aromatic ring system'
3125	209.0809	179.941	gnps_motif_54.m2m	0.1061432053950019	0.6589378693110439	b'http://ms2lda.org/motifdb/motif/151015'	b'Fragments indicative for ferulic acid based substructure (MzCloud)'
3904	209.0811	194.366	gnps_motif_43.m2m	0.271651033774054	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
6032	209.1172	232.204	gnps_motif_17.m2m	0.11973334859886117	0.3458731533827182	b'http://ms2lda.org/motifdb/motif/151009'	b'C4H8 loss indicative for saturated C4-alkyl substructure (often tert-butyl group or loss from 8 8-Trimethyl-2-oxo-9 10-dihydro-2H 8H-pyrano[2 3-f]chromen-5-yl substructure)'
521	209.1385	73.982	urine_mass2motif_159.m2m	0.13959337888137052	0.4734012474536685	b'http://ms2lda.org/motifdb/motif/150945'	b'C6H10O3 metabolite with C3H7O fragment - check - interesting!'
283	209.1386	41.296	gnps_motif_3.m2m	0.17008839335734618	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
14236	210.0875	435.199	mb_motif_150.m2m	0.19666755920861864	0.380488214735679	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
13399	210.0875	409.829	mb_motif_150.m2m	0.19666755920861864	0.380488214735679	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
4906	211.0967	211.11	gnps_motif_38.m2m	0.16795736388619842	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
4906	211.0967	211.11	gnps_motif_49.m2m	0.16726519251299143	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
8407	211.1331	279.773	gnps_motif_49.m2m	0.33193757287886455	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
1439	211.1441	143.552	gnps_motif_3.m2m	0.14901752691468384	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
10235	211.5672	331.777	urine_mass2motif_163.m2m	0.18486378759240774	0.4392172828520645	b'http://ms2lda.org/motifdb/motif/150879'	b'Benzoyl substructure (likely from N-benzoyl) related Mass2Motif'
9935	211.5673	322.994	urine_mass2motif_163.m2m	0.17788446564575416	0.4392172828520645	b'http://ms2lda.org/motifdb/motif/150879'	b'Benzoyl substructure (likely from N-benzoyl) related Mass2Motif'
5316	212.0201	219.014	gnps_motif_43.m2m	0.13297780838663822	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
4873	212.1647	211.208	gnps_motif_38.m2m	0.1944929393665104	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
4873	212.1647	211.208	mb_motif_14.m2m	0.16438681498805355	0.9429471108035999	b'http://ms2lda.org/motifdb/motif/151163'	b'Combination of small losses (i.e. NH3 and CH2O2)'
7428	214.0323	259.95	gnps_motif_40.m2m	0.3395414162294133	0.8819069330029631	b'http://ms2lda.org/motifdb/motif/151066'	b'CO loss - indicative for presence of ketone/aldehyde/lactone group (C=O)'
188	215.0912	31.672	gnps_motif_4.m2m	0.1385133705526716	0.7249097283462345	b'http://ms2lda.org/motifdb/motif/151030'	b'Fragment and loss of [proline-H2O] - indicative for conjugated proline or arginine/ornithine \xe2\x80\x93 EF fits'
3429	216.1596	182.16	gnps_motif_43.m2m	0.19207841140716223	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
21	217.1547	26.848	gnps_motif_14.m2m	0.34111224574357163	0.9070567858354481	b'http://ms2lda.org/motifdb/motif/151017'	b'Aliphatic amine (NH3 loss indicates free NH2 group coupled to aliphatic chain)'
9016	218.065	297.677	urine_mass2motif_163.m2m	0.2078067529091712	0.40659743944256665	b'http://ms2lda.org/motifdb/motif/150879'	b'Benzoyl substructure (likely from N-benzoyl) related Mass2Motif'
3532	218.1213	186.892	gnps_motif_13.m2m	0.10991717574261912	0.8795464948741217	b'http://ms2lda.org/motifdb/motif/151036'	b'Amine loss - Indicative for free NH2 group in fragmented molecule'
193	219.0541	34.119	gnps_motif_40.m2m	0.10370414473020699	0.8819069330029631	b'http://ms2lda.org/motifdb/motif/151066'	b'CO loss - indicative for presence of ketone/aldehyde/lactone group (C=O)'
118	219.134	30.532	gnps_motif_3.m2m	0.12807529473900467	0.947442761783034	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
2697	220.0284	169.845	urine_mass2motif_18.m2m	0.10077707671494596	0.8178874327725861	b'http://ms2lda.org/motifdb/motif/150885'	b'C2H3N loss - could be specific for a type of ring?'
179	220.1083	32.919	urine_mass2motif_38.m2m	0.11502910605783394	0.4736562642582661	b'http://ms2lda.org/motifdb/motif/150907'	b'methylethylimidazole substructure (i.e. from 3-methylhistamine)'
166	220.1182	31.693	urine_mass2motif_38.m2m	0.13351912395651727	0.4736562642582661	b'http://ms2lda.org/motifdb/motif/150907'	b'methylethylimidazole substructure (i.e. from 3-methylhistamine)'
45	220.1544	28.064	urine_mass2motif_38.m2m	0.1301457934559081	0.4736562642582661	b'http://ms2lda.org/motifdb/motif/150907'	b'methylethylimidazole substructure (i.e. from 3-methylhistamine)'
2668	221.0806	170.285	mb_motif_150.m2m	0.2392749475835643	0.380488214735679	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
168	221.0922	31.83	gnps_motif_38.m2m	0.20728414167703282	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
168	221.0922	31.83	mb_motif_14.m2m	0.10763269023897294	0.9619635149260245	b'http://ms2lda.org/motifdb/motif/151163'	b'Combination of small losses (i.e. NH3 and CH2O2)'
5912	221.1176	228.518	gnps_motif_38.m2m	0.17021849115679138	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
11044	221.1538	351.965	gnps_motif_49.m2m	0.11576217073320447	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
11370	221.1538	359.653	gnps_motif_49.m2m	0.15007238343986043	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
12762	221.1538	391.649	gnps_motif_49.m2m	0.1507768383769901	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
14073	221.1538	427.646	gnps_motif_49.m2m	0.20119538312702606	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
14463	221.1539	444.395	gnps_motif_49.m2m	0.18337103217266296	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
884	222.149	121.599	gnps_motif_15.m2m	0.10754073110829929	0.7090411032742899	b'http://ms2lda.org/motifdb/motif/151006'	b'Fragments indicative for y-aminobutyric acid (amimobutyrate) substructure (MzCloud) \xe2\x80\x93 present in Beer 2 & Beer 3 \xe2\x80\x93 in beer 3 mainly based on C4H7O2 fragment.'
6086	223.0965	234.266	mb_motif_150.m2m	0.2091575971256617	0.43347090543839306	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
4348	223.0967	202.423	mb_motif_150.m2m	0.19008055400467297	0.39366697936266454	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
4348	223.0967	202.423	gnps_motif_170.m2m	0.16910192070208535	0.5838576091402392	b'http://ms2lda.org/motifdb/motif/151054'	b'methoxy-methylaminophenyl substructure'
395	223.1078	53.902	gnps_motif_59.m2m	0.1852274786059465	0.6792886832476871	b'http://ms2lda.org/motifdb/motif/151055'	b'Fragments indicative for [phenylalanine-CHOOH] based substructure'
220	223.1079	35.943	gnps_motif_59.m2m	0.28059212105653286	0.6792886832476871	b'http://ms2lda.org/motifdb/motif/151055'	b'Fragments indicative for [phenylalanine-CHOOH] based substructure'
7200	223.1329	255.996	gnps_motif_43.m2m	0.19587605508195843	0.8212876792340615	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
5211	223.133	216.311	gnps_motif_49.m2m	0.30254780975426804	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
10	224.0779	25.855	gnps_motif_38.m2m	0.3191300703655637	0.966602373348389	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
5394	225.1022	220.383	urine_mass2motif_104.m2m	0.30404455520348866	0.4474065048167901	b'http://ms2lda.org/motifdb/motif/150916'	b'5 6-dihydroxyindole related (fragments would fit substructure - indole related)'
3036	225.1486	178.077	gnps_motif_43.m2m	0.11404822180777552	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
9284	225.1487	304.508	gnps_motif_49.m2m	0.3614459017506916	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
5256	225.9994	218.118	gnps_motif_38.m2m	0.22182539508216167	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
5256	225.9994	218.118	gnps_motif_43.m2m	0.1440769800400786	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
7735	226.1228	264.357	gnps_motif_52.m2m	0.20920383333869572	0.6186617543492169	b'http://ms2lda.org/motifdb/motif/151031'	b'Fragment indicative for aromatic compounds related to methylbenzene substructure (C7H7 fragment)'
5800	226.1801	228.209	urine_mass2motif_115.m2m	0.10719339511974704	0.8743283107672561	b'http://ms2lda.org/motifdb/motif/150872'	b'CHOOH loss - indicative for free carboxylic acid group'
1038	227.0911	128.38	gnps_motif_49.m2m	0.10716356473168859	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
165	227.1026	32.037	gnps_motif_4.m2m	0.12242596046903262	0.7249097283462345	b'http://ms2lda.org/motifdb/motif/151030'	b'Fragment and loss of [proline-H2O] - indicative for conjugated proline or arginine/ornithine \xe2\x80\x93 EF fits'
8322	227.1392	278.332	urine_mass2motif_229.m2m	0.15570937998095424	0.5595472328007807	b'http://ms2lda.org/motifdb/motif/150931'	b'Trimethylamine related'
9318	227.1394	306.645	urine_mass2motif_229.m2m	0.15023465332368485	0.5595472328007807	b'http://ms2lda.org/motifdb/motif/150931'	b'Trimethylamine related'
304	229.1069	42.154	gnps_motif_7.m2m	0.15206616758934471	0.9529110692879593	b'http://ms2lda.org/motifdb/motif/151013'	b'Small nitrogen containing fragment ion \xe2\x80\x93 often proline or ornithine derived \xe2\x80\x93 most abundant fragment in beer data'
1810	229.1072	151.538	gnps_motif_49.m2m	0.15903858294559228	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
389	229.1185	53.078	gnps_motif_38.m2m	0.10636499652065398	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
389	229.1185	53.078	gnps_motif_14.m2m	0.1085242128667586	0.9186148777090215	b'http://ms2lda.org/motifdb/motif/151017'	b'Aliphatic amine (NH3 loss indicates free NH2 group coupled to aliphatic chain)'
284	229.1546	38.887	gnps_motif_14.m2m	0.10354742968142419	0.9070567858354481	b'http://ms2lda.org/motifdb/motif/151017'	b'Aliphatic amine (NH3 loss indicates free NH2 group coupled to aliphatic chain)'
1430	230.175	143.201	gnps_motif_38.m2m	0.31986855317302115	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
7535	230.2115	260.89	urine_mass2motif_229.m2m	0.270925061393162	0.6424420195143019	b'http://ms2lda.org/motifdb/motif/150931'	b'Trimethylamine related'
8155	230.248	275.151	urine_mass2motif_229.m2m	0.1499957288409813	0.5595472328007807	b'http://ms2lda.org/motifdb/motif/150931'	b'Trimethylamine related'
173	231.0847	31.792	gnps_motif_3.m2m	0.25028034855460746	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
351	231.1704	48.502	gnps_motif_3.m2m	0.2943680792167132	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
481	231.1704	64.271	gnps_motif_14.m2m	0.33436675980660374	0.9070567858354481	b'http://ms2lda.org/motifdb/motif/151017'	b'Aliphatic amine (NH3 loss indicates free NH2 group coupled to aliphatic chain)'
272	231.1705	39.976	gnps_motif_3.m2m	0.30076542651527055	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
13857	231.1956	422.185	urine_mass2motif_159.m2m	0.27993130131341204	0.47032834097173903	b'http://ms2lda.org/motifdb/motif/150945'	b'C6H10O3 metabolite with C3H7O fragment - check - interesting!'
1333	232.1544	140.715	mb_motif_40.m2m	0.15877994081238964	0.7094584556429133	b'http://ms2lda.org/motifdb/motif/151164'	b'Loss indicative of [deoxyhexose-H2O]'
1333	232.1544	140.715	gnps_motif_3.m2m	0.1619048687469746	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
476	232.1734	63.146	gnps_motif_14.m2m	0.26341598348449335	0.9070567858354481	b'http://ms2lda.org/motifdb/motif/151017'	b'Aliphatic amine (NH3 loss indicates free NH2 group coupled to aliphatic chain)'
111	233.0789	30.813	gnps_motif_4.m2m	0.244580089774104	0.7249097283462345	b'http://ms2lda.org/motifdb/motif/151030'	b'Fragment and loss of [proline-H2O] - indicative for conjugated proline or arginine/ornithine \xe2\x80\x93 EF fits'
111	233.0789	30.813	urine_mass2motif_78.m2m	0.12292811381969135	0.5587458269163127	b'http://ms2lda.org/motifdb/motif/150868'	b'Betaine related'
6545	233.1172	241.9	gnps_motif_40.m2m	0.12590677852440385	0.8819069330029631	b'http://ms2lda.org/motifdb/motif/151066'	b'CO loss - indicative for presence of ketone/aldehyde/lactone group (C=O)'
7732	233.1901	263.939	mb_motif_10.m2m	0.10982002366479285	0.347979558331819	b'http://ms2lda.org/motifdb/motif/151165'	b'Loss of C3H6 - indicative for the presence of an isopropyl group'
205	234.1338	33.851	gnps_motif_14.m2m	0.14272998202776432	0.9070567858354481	b'http://ms2lda.org/motifdb/motif/151017'	b'Aliphatic amine (NH3 loss indicates free NH2 group coupled to aliphatic chain)'
1509	235.1328	145.808	gnps_motif_56.m2m	0.10254480422127851	0.7143525542476389	b'http://ms2lda.org/motifdb/motif/151048'	b'Double water loss i.e. 2*H20 \xe2\x80\x93 Generic feature for metabolites containing several free OH groups attached to a aliphatic chain like sugars.'
6468	235.1328	240.184	gnps_motif_43.m2m	0.18549237068217042	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
11508	235.2058	360.939	gnps_motif_43.m2m	0.1318727457124754	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
2100	237.1117	158.184	gnps_motif_43.m2m	0.10358877289418764	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
7933	237.1122	267.978	mb_motif_150.m2m	0.21745182532838575	0.380488214735679	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
414	237.1233	57.527	gnps_motif_59.m2m	0.14119261534343133	0.6792886832476871	b'http://ms2lda.org/motifdb/motif/151055'	b'Fragments indicative for [phenylalanine-CHOOH] based substructure'
6770	237.1481	245.24	gnps_motif_17.m2m	0.21800302770292734	0.3458731533827182	b'http://ms2lda.org/motifdb/motif/151009'	b'C4H8 loss indicative for saturated C4-alkyl substructure (often tert-butyl group or loss from 8 8-Trimethyl-2-oxo-9 10-dihydro-2H 8H-pyrano[2 3-f]chromen-5-yl substructure)'
7484	237.1486	259.142	mb_motif_150.m2m	0.14086518325453104	0.380488214735679	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
104	237.1577	29.767	gnps_motif_3.m2m	0.39131845815427674	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
2359	238.1074	162.655	gnps_motif_59.m2m	0.21523239492020368	0.6792886832476871	b'http://ms2lda.org/motifdb/motif/151055'	b'Fragments indicative for [phenylalanine-CHOOH] based substructure'
2656	239.0914	168.081	gnps_motif_38.m2m	0.16993367989961175	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
2656	239.0914	168.081	gnps_motif_49.m2m	0.16517597813307475	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
4480	239.0916	202.89	gnps_motif_38.m2m	0.16478804569035754	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
4480	239.0916	202.89	gnps_motif_49.m2m	0.19145932327982193	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
5700	239.1277	230.565	urine_mass2motif_159.m2m	0.12014564313347183	0.5183639166422406	b'http://ms2lda.org/motifdb/motif/150945'	b'C6H10O3 metabolite with C3H7O fragment - check - interesting!'
6885	239.1642	251.665	gnps_motif_38.m2m	0.11929184197289427	0.966602373348389	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
6885	239.1642	251.665	gnps_motif_43.m2m	0.1777150808804974	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
9719	239.1644	317.001	gnps_motif_49.m2m	0.2752398669144084	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
3997	240.1592	196.732	gnps_motif_43.m2m	0.12548263073921279	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
2658	241.0689	168.223	gnps_motif_49.m2m	0.28998338070037427	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
6094	241.1075	234.059	gnps_motif_49.m2m	0.35702659283710403	0.9626147740673437	b'http://ms2lda.org/motifdb/motif/151019'	b'Loss possibly indicative of carboxylic acid group with 1-carbon attached.'
4024	241.2038	196.585	urine_mass2motif_229.m2m	0.1504597661213229	0.5595472328007807	b'http://ms2lda.org/motifdb/motif/150931'	b'Trimethylamine related'
2483	242.1543	164.892	gnps_motif_52.m2m	0.17719809961373087	0.6186617543492169	b'http://ms2lda.org/motifdb/motif/151031'	b'Fragment indicative for aromatic compounds related to methylbenzene substructure (C7H7 fragment)'
4194	242.1544	199.943	gnps_motif_6.m2m	0.36160428815104484	0.4991449405781042	b'http://ms2lda.org/motifdb/motif/151040'	b'Diphenyl substructure [ClassyFire; Relevant terms - Substituents: Diphenylmethane - Taxa: Diphenylmethanes]'
6943	243.1066	250.878	urine_mass2motif_159.m2m	0.370231721091932	0.47032834097173903	b'http://ms2lda.org/motifdb/motif/150945'	b'C6H10O3 metabolite with C3H7O fragment - check - interesting!'
920	243.1341	122.497	gnps_motif_38.m2m	0.10234604350155033	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
920	243.1341	122.497	gnps_motif_3.m2m	0.14388393972920546	0.947442761783034	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
1176	243.1342	134.745	gnps_motif_3.m2m	0.16657221954107354	0.947442761783034	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
202	243.1342	34.792	gnps_motif_3.m2m	0.22472487791177115	0.947442761783034	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
2393	243.1589	163.487	urine_mass2motif_159.m2m	0.12731633103666376	0.47032834097173903	b'http://ms2lda.org/motifdb/motif/150945'	b'C6H10O3 metabolite with C3H7O fragment - check - interesting!'
4190	243.159	198.705	gnps_motif_6.m2m	0.2769183455910014	0.4568834641658819	b'http://ms2lda.org/motifdb/motif/151040'	b'Diphenyl substructure [ClassyFire; Relevant terms - Substituents: Diphenylmethane - Taxa: Diphenylmethanes]'
9380	243.1958	308.358	urine_mass2motif_159.m2m	0.11617058585202011	0.47032834097173903	b'http://ms2lda.org/motifdb/motif/150945'	b'C6H10O3 metabolite with C3H7O fragment - check - interesting!'
13851	243.1958	419.947	gnps_motif_38.m2m	0.10259806736808284	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
5802	244.1907	228.204	gnps_motif_43.m2m	0.1421905030665851	0.8212876792340615	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
3060	244.1909	178.108	gnps_motif_38.m2m	0.3335409766798998	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
662	244.6634	106.112	gnps_motif_3.m2m	0.20057167757203284	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
372	245.0696	50.624	gnps_motif_38.m2m	0.17859032361542806	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
757	245.1861	120.862	gnps_motif_3.m2m	0.32962115009238135	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
899	245.1861	124.054	gnps_motif_3.m2m	0.29658938980542976	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
1159	245.1861	133.886	gnps_motif_3.m2m	0.39131845815427674	0.9251936734707631	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
207	247.1289	33.539	gnps_motif_3.m2m	0.17031702685144665	0.947442761783034	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
39	247.1289	27.715	urine_mass2motif_78.m2m	0.100611445881519	0.5587458269163127	b'http://ms2lda.org/motifdb/motif/150868'	b'Betaine related'
39	247.1289	27.715	gnps_motif_14.m2m	0.15071426256535558	0.9070567858354481	b'http://ms2lda.org/motifdb/motif/151017'	b'Aliphatic amine (NH3 loss indicates free NH2 group coupled to aliphatic chain)'
296	247.1289	37.95	gnps_motif_3.m2m	0.174325382865648	0.947442761783034	b'http://ms2lda.org/motifdb/motif/151029'	b'nitrogen containing substructure [C5H12N] (in beer related to Leucine)'
12974	247.1672	396.896	gnps_motif_17.m2m	0.10107844407422997	0.3458731533827182	b'http://ms2lda.org/motifdb/motif/151009'	b'C4H8 loss indicative for saturated C4-alkyl substructure (often tert-butyl group or loss from 8 8-Trimethyl-2-oxo-9 10-dihydro-2H 8H-pyrano[2 3-f]chromen-5-yl substructure)'
7805	249.185	265.816	gnps_motif_43.m2m	0.1349561265770657	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
9784	249.185	323.102	gnps_motif_17.m2m	0.1794667048366051	0.3458731533827182	b'http://ms2lda.org/motifdb/motif/151009'	b'C4H8 loss indicative for saturated C4-alkyl substructure (often tert-butyl group or loss from 8 8-Trimethyl-2-oxo-9 10-dihydro-2H 8H-pyrano[2 3-f]chromen-5-yl substructure)'
108	250.0387	29.939	gnps_motif_40.m2m	0.20136017335032075	0.8819069330029631	b'http://ms2lda.org/motifdb/motif/151066'	b'CO loss - indicative for presence of ketone/aldehyde/lactone group (C=O)'
12729	250.0862	390.48	gnps_motif_43.m2m	0.21650544476936845	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
6544	251.1278	241.318	gnps_motif_38.m2m	0.14233365950910754	0.9666023733483893	b'http://ms2lda.org/motifdb/motif/151045'	b'Loss of CH2O2 - indicative for underivatized carboxilic acid group'
6100	251.1279	232.713	mb_motif_150.m2m	0.21133288546687648	0.380488214735679	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
7940	251.1279	268.733	mb_motif_150.m2m	0.19618314271951828	0.41987544844485436	b'http://ms2lda.org/motifdb/motif/151186'	b'Loss of acetyl group (C2H2O) - indicative for presence of N/O acetylation'
2321	251.1853	161.994	urine_mass2motif_159.m2m	0.5751928531857016	0.4892563841243045	b'http://ms2lda.org/motifdb/motif/150945'	b'C6H10O3 metabolite with C3H7O fragment - check - interesting!'
28	253.082	27.252	gnps_motif_43.m2m	0.14610655281344376	0.8212876792340614	b'http://ms2lda.org/motifdb/motif/151021'	b'Water loss - indicative of a free hydroxyl group \xe2\x80\x93 (in beer often seen in sugary structures)'
353	253.1183	45.633	gnps_motif_59.m2m	0.1068458913689859	0.6792886832476871	b'http://ms2lda.org/motifdb/motif/151055'	b'Fragments indicative for [phenylalanine-CHOOH] based substructure'
